name,Sex,Team,Sport,Medal,Medal_Count
Nancy Lynn Hogshead (-Makar),F,United States,Swimming,Gold,3
Natalie Anne Coughlin (-Hall),F,United States,Swimming,Gold,3
Natasa Douchev-Janics,F,Hungary,Canoeing,Gold,3
Niccol Campriani,M,Italy,Shooting,Gold,3
Nicole Lee Haislett (-Bacher),F,United States,Swimming,Gold,3
Norman DeMille Ross,M,United States,Swimming,Gold,3
Olga Aleksandrovna Brusnikina,F,Russia,Synchronized Swimming,Gold,3
Ollie Martin Schriver,M,United States,Shooting,Gold,3
Oscar Gomer Swahn,M,Sweden,Shooting,Gold,3
Paavo Johannes Aaltonen,M,Finland,Gymnastics,Gold,3
"Paolo Francesco ""Paul""  Radmilovic",M,Great Britain,Water Polo,Gold,3
Park Seong-Hyeon,F,South Korea,Archery,Gold,3
Paul Michel Pierre Adrien Masson (-Nossam),M,France,Cycling,Gold,3
Paul Vincent Costello,M,United States,Rowing,Gold,3
Pavol Hochschorner,M,Slovakia,Canoeing,Gold,3
"Pedro Pablo Morales, Jr.",M,United States,Swimming,Gold,3
Pertti Johannes Karppinen,M,Finland,Rowing,Gold,3
"Peter ""Pete"" Reed",M,Great Britain,Rowing,Gold,3
Peter George Snell,M,New Zealand,Athletics,Gold,3
Peter Hochschorner,M,Slovakia,Canoeing,Gold,3
Petria Ann Thomas (-Jones),F,Australia,Swimming,Gold,3
Philippe Louis Eugne Cattiau,M,France,Fencing,Gold,3
Pieter Cornelis Martijn van den Hoogenband,M,Netherlands,Swimming,Gold,3
Pter Biros,M,Hungary,Water Polo,Gold,3
Pyrros Dimas,M,Greece,Weightlifting,Gold,3
Raisa Petrovna Smetanina,F,Soviet Union,Cross Country Skiing,Gold,3
Ralf Schumann,M,Germany,Shooting,Gold,3
Ralph Waldo Rose,M,United States,Athletics,Gold,3
Randhir Singh Gentle,M,India,Hockey,Gold,3
Ranganathan Francis,M,India,Hockey,Gold,3
Ranomi Kromowidjojo,F,Netherlands,Swimming,Gold,3
Rdiger Helm,M,East Germany,Canoeing,Gold,3
"Rebecca D. ""Becky"" Kellar (-Duke)",F,Canada,Ice Hockey,Gold,3
Rebecca Soni,F,United States,Swimming,Gold,3
Rechelle Margaret Hawkes,F,Australia,Hockey,Gold,3
Regla Maritza Bell McKenzie,F,Cuba,Volleyball,Gold,3
Regla Radameris Torres Herrera,F,Cuba,Volleyball,Gold,3
Renate Stecher (Meiner-),F,East Germany,Athletics,Gold,3
"Rica Reinisch (-Assmann, -Neumann)",F,East Germany,Swimming,Gold,3
Richard James Allen,M,India,Hockey,Gold,3
"Richard John ""Rick"" Carey",M,United States,Swimming,Gold,3
Richard John Hannay Meade,M,Great Britain,Equestrianism,Gold,3
Robert Charpentier,M,France,Cycling,Gold,3
Roger Franois Ducret,M,France,Fencing,Gold,3
Romeo Neri,M,Italy,Gymnastics,Gold,3
Ryan Murphy,M,United States,Swimming,Gold,3
Samppa Kalevi Lajunen,M,Finland,Nordic Combined,Gold,3
"Sandra Lynn ""Sandy"" Neilson (-Bell)",F,United States,Swimming,Gold,3
Saori Yoshida,F,Japan,Wrestling,Gold,3
Sebastian Brendel,M,Germany,Canoeing,Gold,3
Seimone Delicia Augustus,F,United States,Basketball,Gold,3
Serhiy Oleksiyovych Chukhrai,M,Soviet Union,Canoeing,Gold,3
"Shane Elizabeth Gould (-Innis, -Nelms)",F,Australia,Swimming,Gold,3
Shannon Leigh Boxx,F,United States,Football,Gold,3
Sharon Marie Stouder (-Clark),F,United States,Swimming,Gold,3
Sheryl Denice Swoopes,F,United States,Basketball,Gold,3
Shirley Barbara Strickland de la Hunty,F,Australia,Athletics,Gold,3
Shirley Frances Babashoff,F,United States,Swimming,Gold,3
Siegfried Brietzke,M,East Germany,Rowing,Gold,3
Simona Amnar (-Tabr),F,Romania,Gymnastics,Gold,3
"Sonja Henie (-Topping, -Gardiner, -Onstad)",F,Norway,Figure Skating,Gold,3
Stanislav Alekseyevich Pozdnyakov,M,Russia,Fencing,Gold,3
"Stephanie Louise ""Steph"" Rice",F,Australia,Swimming,Gold,3
"Steven Earl ""Steve"" Lewis",M,United States,Athletics,Gold,3
Sun Yang,M,China,Swimming,Gold,3
"Susan Christina ""Chris"" von Saltza (-Olmstead)",F,United States,Swimming,Gold,3
Sven Kramer,M,Netherlands,Speed Skating,Gold,3
Sven Tomas Gustafson,M,Sweden,Speed Skating,Gold,3
Sylvia Shaqueria Fowles,F,United States,Basketball,Gold,3
Tadahiro Nomura,M,Japan,Judo,Gold,3
Tamara Natanovna Press,F,Soviet Union,Athletics,Gold,3
Tams Kss,M,Hungary,Water Polo,Gold,3
Tams Molnr,M,Hungary,Water Polo,Gold,3
Tatyana Dmitriyevna Petrenko-Samusenko,F,Soviet Union,Fencing,Gold,3
Tatyana Vasilyevna Kazankina (-Kovalenko),F,Soviet Union,Athletics,Gold,3
Tefilo Stevenson Laurence,M,Cuba,Boxing,Gold,3
"Theodora Elisabeth Gerarda ""Anky"" van Grunsven",F,Netherlands,Equestrianism,Gold,3
Thomas Morgenstern,M,Austria,Ski Jumping,Gold,3
Tianna Madison-Bartoletta,F,United States,Athletics,Gold,3
Tibor Benedek,M,Hungary,Water Polo,Gold,3
Tibor Berczelly (Berczeller-),M,Hungary,Fencing,Gold,3
Tirunesh Dibaba Keneni,F,Ethiopia,Athletics,Gold,3
Tony Estanguet,M,France,Canoeing,Gold,3
Torsten Ren Gutsche,M,Germany,Canoeing,Gold,3
Tracy Ann Caulkins (-Stockwell),F,United States,Swimming,Gold,3
Udham Singh Kular,M,India,Hockey,Gold,3
Ugo Frigerio,M,Italy,Athletics,Gold,3
Ulrich Wehling,M,East Germany,Nordic Combined,Gold,3
Ulrike Richter (-Schmidt),F,East Germany,Swimming,Gold,3
Valentyn Hryhorovych Mankin,M,Soviet Union,Sailing,Gold,3
Valerie Ann Brisco-Hooks,F,United States,Athletics,Gold,3
Vegard Ulvang,M,Norway,Cross Country Skiing,Gold,3
Veikko Aarne Aleks Huhtanen,M,Finland,Gymnastics,Gold,3
Veikko Johannes Hakulinen,M,Finland,Cross Country Skiing,Gold,3
"Verena ""Vreni"" Schneider",F,Switzerland,Alpine Skiing,Gold,3
Veronica Angella Campbell-Brown,F,Jamaica,Athletics,Gold,3
Viktor An,M,Russia,Short Track Speed Skating,Gold,3
Viktor An,M,South Korea,Short Track Speed Skating,Gold,3
Viktor Frantsevich Zhdanovich,M,Soviet Union,Fencing,Gold,3
Viktor Grigoryevich Kuzkin,M,Soviet Union,Ice Hockey,Gold,3
Viktor Saneyev,M,Soviet Union,Athletics,Gold,3
Viorica Daniela Siliva (-Harper),F,Romania,Gymnastics,Gold,3
Vitaly Semyonovich Davydov,M,Soviet Union,Ice Hockey,Gold,3
Vladimir Aliverovich Nazlymov,M,Soviet Union,Fencing,Gold,3
Vladimir Vladimirovich Parfenovich,M,Soviet Union,Canoeing,Gold,3
Vladislav Aleksandrovich Tretyak,M,Soviet Union,Ice Hockey,Gold,3
Volodymyr Ivanovych Morozov,M,Soviet Union,Canoeing,Gold,3
Vyacheslav Nikolayevich Ivanov,M,Soviet Union,Rowing,Gold,3
"Wilma Glodean Rudolph (-Ward, -Eldridge)",F,United States,Athletics,Gold,3
Wyomia Tyus (-Simburg),F,United States,Athletics,Gold,3
Xiong Ni,M,China,Diving,Gold,3
Yang Wei,M,China,Gymnastics,Gold,3
Yevgeny Viktorovich Sadovy,M,Unified Team,Swimming,Gold,3
Yolanda Gail L. Devers (-Roberts),F,United States,Athletics,Gold,3
Yuliya Anatolyevna Chepalova,F,Russia,Cross Country Skiing,Gold,3
Yun Mi-Jin,F,South Korea,Archery,Gold,3
Yvonne Maria Therse van Gennip,F,Netherlands,Speed Skating,Gold,3
Zhang Jike,M,China,Table Tennis,Gold,3
Zhang Yining,F,China,Table Tennis,Gold,3
Zhou Yang,F,China,Short Track Speed Skating,Gold,3
Zoltn Imre dn von Halmay,M,Hungary,Swimming,Gold,3
Zoltn Kammerer,M,Hungary,Canoeing,Gold,3
Zoltn Szcsi,M,Hungary,Water Polo,Gold,3
Abebe Bikila,M,Ethiopia,Athletics,Gold,2
Abelardo Olivier,M,Italy,Fencing,Gold,2
"Abraham Robertus ""Bram"" Lomans",M,Netherlands,Hockey,Gold,2
Adhemar Ferreira da Silva,M,Brazil,Athletics,Gold,2
Adrien Gry Rommel,M,France,Fencing,Gold,2
Akakios Kakiasvili,M,Greece,Weightlifting,Gold,2
Alain Andr Louis Edmond Bernard,M,France,Swimming,Gold,2
Alan Blair Thompson,M,New Zealand,Canoeing,Gold,2
"Albert Cosad ""Al"" White",M,United States,Diving,Gold,2
Albert George Hill,M,Great Britain,Athletics,Gold,2
Albert Helgerud (Thorvaldsen-),M,Norway,Shooting,Gold,2
Albert Jean Louis Ayat,M,France,Fencing,Gold,2
Alberto Juantorena Danger,M,Cuba,Athletics,Gold,2
Alberto Pellegrino,M,Italy,Fencing,Gold,2
Albertson Van Zo Post,M,United States,Fencing,Gold,2
Albina Lucy Charlotte Osipowich (-Van Aken),F,United States,Swimming,Gold,2
Aldona esaityt-Nennien,F,Soviet Union,Handball,Gold,2
Aleksandr Gennadyevich Zaytsev,M,Soviet Union-1,Figure Skating,Gold,2
Aleksandr Ivanovich Timoshinin,M,Soviet Union,Rowing,Gold,2
Aleksandr Nikolayevich Maltsev,M,Soviet Union,Ice Hockey,Gold,2
Aleksandr Sergeyevich Kabanov,M,Soviet Union,Water Polo,Gold,2
Aleksandr Sergeyevich Yakushev,M,Soviet Union,Ice Hockey,Gold,2
Aleksandr Vasilyevich Tkachov,M,Soviet Union,Gymnastics,Gold,2
Aleksandr Viktorovich Kozhevnikov,M,Soviet Union,Ice Hockey,Gold,2
Aleksandr Vladimirovich Popov,M,Russia,Swimming,Gold,2
Aleksandr Vladimirovich Popov,M,Unified Team,Swimming,Gold,2
Aleksandr Yuryevich Vinogradov,M,Soviet Union,Canoeing,Gold,2
Aleksandr Yuryevich Zubkov,M,Russia-1,Bobsleigh,Gold,2
Aleksandra Vyacheslavovna Patskevich,F,Russia,Synchronized Swimming,Gold,2
Aleksanteri Saarvala (Schabarin-),M,Finland,Gymnastics,Gold,2
Aleksey Ivanovich Voyevoda,M,Russia-1,Bobsleigh,Gold,2
Aleksey Viktorovich Kasatonov,M,Soviet Union,Ice Hockey,Gold,2
Aleksey Viktorovich Tishchenko,M,Russia,Boxing,Gold,2
"Alexander ""Alex"" Baumann",M,Canada,Swimming,Gold,2
"Alexander John ""Alex"" Gregory",M,Great Britain,Rowing,Gold,2
Alexander Mah Owens Drysdale,M,New Zealand,Rowing,Gold,2
Alexander Pusch,M,West Germany,Fencing,Gold,2
"Alexandre ""Alex"" Bilodeau",M,Canada,Freestyle Skiing,Gold,2
Alexandre Auguste Lippmann,M,France,Fencing,Gold,2
Alfrd (Arnold-) Hajs (Guttmann-),M,Hungary,Swimming,Gold,2
Alfred Grtter,M,Switzerland,Shooting,Gold,2
Algernon Maudslay,M,Scotia,Sailing,Gold,2
Alice Mary Mills (-Tait),F,Australia,Swimming,Gold,2
Alice Regina Brown (-Harris),F,United States,Athletics,Gold,2
"Alice Ruth ""Ruthie"" Bolton-Holifield",F,United States,Basketball,Gold,2
Alistair Edward Brownlee,M,Great Britain,Triathlon,Gold,2
Aliya Farkhatovna Mustafina,F,Russia,Gymnastics,Gold,2
Alla Anatolyevna Shishkina,F,Russia,Synchronized Swimming,Gold,2
Alonzo Carl Babers,M,United States,Athletics,Gold,2
Alphonse Allaert,M,Belgium,Archery,Gold,2
"Alyson Kay ""Aly"" Wagner (-Eyre)",F,United States,Football,Gold,2
Alyson Regina Annan,F,Australia,Hockey,Gold,2
Amanda Ray Beard (-Brown),F,United States,Swimming,Gold,2
Amir Chand Kumar,M,India,Hockey,Gold,2
Amy Joy Rodriguez (-Shilling),F,United States,Football,Gold,2
Ana Ivis Fernndez Valle,F,Cuba,Volleyball,Gold,2
Anastasia Vladimirovna Kuzmina (Shipulina-),F,Slovakia,Biathlon,Gold,2
Anastasiya Ilyinichna Bliznyuk,F,Russia,Rhythmic Gymnastics,Gold,2
Anatoly Ivanovich Bogdanov,M,Soviet Union,Shooting,Gold,2
Anatoly Nikolayevich Alyabyev,M,Soviet Union,Biathlon,Gold,2
Anatoly Vasilevich Starostin,M,Soviet Union,Modern Pentathlon,Gold,2
Andr Alfons Noyelle,M,Belgium,Cycling,Gold,2
Andr Labatut,M,France,Fencing,Gold,2
Andr Ren Jousseaum,M,France,Equestrianism,Gold,2
Andr Willms,M,Germany,Rowing,Gold,2
Andre Marguerite Blanche Brunet-Joly,F,France,Figure Skating,Gold,2
Andrea Bario Mead-Lawrence,F,United States,Alpine Skiing,Gold,2
Andrea Cassar,M,Italy,Fencing,Gold,2
Andrea Henkel (-Burke),F,Germany,Biathlon,Gold,2
Andreas Decker,M,East Germany,Rowing,Gold,2
Andreas Hajek,M,Germany,Rowing,Gold,2
Andreas Kofler,M,Austria,Ski Jumping,Gold,2
Andreas Linger,M,Austria-1,Luge,Gold,2
Andreas Thorkildsen,M,Norway,Athletics,Gold,2
"Andrew Barron ""Andy"" Murray",M,Great Britain,Tennis,Gold,2
"Andrew John ""Andy"" Holmes",M,Great Britain,Rowing,Gold,2
Andrew Orlando Valmon,M,United States,Athletics,Gold,2
"Andrew William ""Andy"" Stanfield",M,United States,Athletics,Gold,2
Andrey Sergeyevich Moiseyev,M,Russia,Modern Pentathlon,Gold,2
Andrey Valentinovich Khomutov,M,Soviet Union,Ice Hockey,Gold,2
Andrs Mazzali,M,Uruguay,Football,Gold,2
Andrus Veerpalu,M,Estonia,Cross Country Skiing,Gold,2
Andrzej Wroski,M,Poland,Wrestling,Gold,2
Anett Schuck,F,Germany,Canoeing,Gold,2
Anette Charlotte Norberg,F,Sweden,Curling,Gold,2
Anette Hoffmann-Mberg,F,Denmark,Handball,Gold,2
Angel Herrera Vera,M,Cuba,Boxing,Gold,2
Angel Lajuane McCoughtry,F,United States,Basketball,Gold,2
Angel Rupien (Janknait-),F,Soviet Union,Basketball,Gold,2
Angela Khalia Hucles,F,United States,Football,Gold,2
Angela Tama-Alupei,F,Romania,Rowing,Gold,2
Angelo Mazzoni,M,Italy,Fencing,Gold,2
Angelo Zorzi,M,Italy,Gymnastics,Gold,2
Anja Fichtel-Mauritz (-Koper),F,West Germany,Fencing,Gold,2
Anke Nothnagel-von Seck,F,East Germany,Canoeing,Gold,2
Ann Elisabeth Curtis (-Cuneo),F,United States,Swimming,Gold,2
Anna Ivanovna Bogaly-Titovets,F,Russia,Biathlon,Gold,2
Anna Maree Devenish Meares,F,Australia,Cycling,Gold,2
Anna Maria Svrd-Le Moine (Bergstrm-),F,Sweden,Curling,Gold,2
Anna Vladimirovna Shorina,F,Russia,Synchronized Swimming,Gold,2
Anne Theresa Donovan,F,United States,Basketball,Gold,2
Annegret Richter (Irrgang-),F,West Germany,Athletics,Gold,2
Annette Joan Rogers (-Kelly),F,United States,Athletics,Gold,2
Annie Perreault,F,Canada,Short Track Speed Skating,Gold,2
Antal Bolvri,M,Hungary,Water Polo,Gold,2
Antonella Bellutti,F,Italy,Cycling,Gold,2
Antonina Aleksandrovna Seredina,F,Soviet Union,Canoeing,Gold,2
Antonio Pacheco Mass,M,Cuba,Baseball,Gold,2
Antonio Ricardo McKay,M,United States,Athletics,Gold,2
Antonio Scull Hernndez,M,Cuba,Baseball,Gold,2
Apolo Anton Ohno,M,United States,Short Track Speed Skating,Gold,2
Ari-Pekka Nikkola,M,Finland,Ski Jumping,Gold,2
Ariel Hernndez Azcuy,M,Cuba,Boxing,Gold,2
Arkadiusz Skrzypaszek,M,Poland,Modern Pentathlon,Gold,2
Arkady Nikitich Vorobyov,M,Soviet Union,Weightlifting,Gold,2
Armand Blanchonnet,M,France,Cycling,Gold,2
Armas Rudolf Taipale,M,Finland,Athletics,Gold,2
Armin Hary,M,Germany,Athletics,Gold,2
Armin Zggeler,M,Italy,Luge,Gold,2
Arthur Berry,M,Great Britain,Football,Gold,2
"Arthur DeLancey ""Dan"" Ayrault, Jr.",M,United States,Rowing,Gold,2
Arthur Stanley Wint,M,Jamaica,Athletics,Gold,2
Ashton James Eaton,M,United States,Athletics,Gold,2
Attila Petschauer,M,Hungary,Fencing,Gold,2
Attila Vri,M,Hungary,Water Polo,Gold,2
Attilio Pavesi,M,Italy,Cycling,Gold,2
August Gttinger,M,Switzerland,Gymnastics,Gold,2
Auguste Van De Verre,M,Belgium,Archery,Gold,2
"Augustinus Wilhelmus Johannes Marines ""Guus"" Vogels",M,Netherlands,Hockey,Gold,2
Axel Nordlander,M,Sweden,Equestrianism,Gold,2
Ayumi Tanimoto,F,Japan,Judo,Gold,2
Baldo Baldi,M,Italy,Fencing,Gold,2
Barbara Pearl Jones (-Slater),F,United States,Athletics,Gold,2
Barbara Petzold (-Beyer),F,East Germany,Cross Country Skiing,Gold,2
Barbora potkov,F,Czech Republic,Athletics,Gold,2
Barnabs Steinmetz,M,Hungary,Water Polo,Gold,2
"Barthold Wayne ""Bart"" Conner",M,United States,Gymnastics,Gold,2
"Beatriz Cristina ""Gigi"" Fernandez",F,United States,Tennis,Gold,2
Bence Szab,M,Hungary,Fencing,Gold,2
"Benjamin ""Ben"" Jones",M,Great Britain,Cycling,Gold,2
Benjamin Raich,M,Austria,Alpine Skiing,Gold,2
Benjamin We,M,Germany,Hockey,Gold,2
Bernard Boverton Redwood,M,Gyrinus-1,Motorboating,Gold,2
Bernd Landvoigt,M,East Germany,Rowing,Gold,2
Bernd Olbricht,M,East Germany,Canoeing,Gold,2
Bernhard Germeshausen,M,East Germany-1,Bobsleigh,Gold,2
Bertalan Papp,M,Hungary,Fencing,Gold,2
Bertrand Fabien Gille,M,France,Handball,Gold,2
Birger Johannes Ruud,M,Norway,Ski Jumping,Gold,2
Bjarte Engen Vik,M,Norway,Nordic Combined,Gold,2
Bjrn Johan Lind,M,Sweden,Cross Country Skiing,Gold,2
Bo Hilding Martin Lundstrm,M,Sweden,Cross Country Skiing,Gold,2
Boris Aleksandrovich Mayorov,M,Soviet Union,Ice Hockey,Gold,2
Boris Nikolayevich Lagutin,M,Soviet Union,Boxing,Gold,2
Boris Petrovich Mikhaylov,M,Soviet Union,Ice Hockey,Gold,2
Boyan Aleksandrov Radev,M,Bulgaria,Wrestling,Gold,2
Bradley Darrell Schumacher,M,United States,Swimming,Gold,2
Brandi Denise Chastain,F,United States,Football,Gold,2
Brenda Susan Taylor,F,Canada,Rowing,Gold,2
Brian Stuart Goodell,M,United States,Swimming,Gold,2
Briana Collette Scurry,F,United States,Football,Gold,2
Brice Emmanuel Guyart,M,France,Fencing,Gold,2
Britta Steffen,F,Germany,Swimming,Gold,2
Brittany Joyce Elmslie,F,Australia,Swimming,Gold,2
Broome Eric Pinniger,M,India,Hockey,Gold,2
Bruce MacFarlane Furniss,M,United States,Swimming,Gold,2
Bruce Oram Davidson,M,United States,Equestrianism,Gold,2
Bruce Robert Baumgartner,M,United States,Wrestling,Gold,2
"Burdette Eliele ""Burdie"" Haldorson",M,United States,Basketball,Gold,2
Burton Cecil Downing,M,United States,Cycling,Gold,2
Caeleb Remel Dressel,M,United States,Swimming,Gold,2
Camilla Rseler Andersen,F,Denmark,Handball,Gold,2
Candace Nicole Parker (-Williams),F,United States,Basketball,Gold,2
Cao Yuan,M,China,Diving,Gold,2
Carl Hugo Johansson,M,Sweden,Shooting,Gold,2
"Carl Joseph Robie, III",M,United States,Swimming,Gold,2
Carl-Friedrich Freiherr von Langen-Parow,M,Germany,Equestrianism,Gold,2
Carla MacLeod,F,Canada,Ice Hockey,Gold,2
Carlette Denise Guidry-White (-Falkquay),F,United States,Athletics,Gold,2
Carli Anne Lloyd (-Hollins),F,United States,Football,Gold,2
Carlo Fregosi,M,Italy,Gymnastics,Gold,2
Carlyle Carrol Tapsell,M,India,Hockey,Gold,2
Carmine Abbagnale,M,Italy,Rowing,Gold,2
Caroline Frances Evers-Swindell (-Meyer),F,New Zealand,Rowing,Gold,2
Caroline Lind,F,United States,Rowing,Gold,2
Carolyn Jane Schuler,F,United States,Swimming,Gold,2
Carolyn Jane Waldo,F,Canada,Synchronized Swimming,Gold,2
Carolyn Virginia Wood,F,United States,Swimming,Gold,2
Caryn Davies,F,United States,Rowing,Gold,2
Cassie Dawin Campbell (-Pascall),F,Canada,Ice Hockey,Gold,2
Cate Natalie Campbell,F,Australia,Swimming,Gold,2
"Catherine L. ""Cathy"" Carr (-West)",F,United States,Swimming,Gold,2
Catherine Mai-Lan Fox,F,United States,Swimming,Gold,2
Catherine Ward,F,Canada,Ice Hockey,Gold,2
Cathy Ann Turner,F,United States,Short Track Speed Skating,Gold,2
Cathy Jane Ferguson (-Brennan),F,United States,Swimming,Gold,2
Catriona Ann Le May Doan,F,Canada,Speed Skating,Gold,2
"Chandra Danette Cheeseborough (-Shellman, -Guice)",F,United States,Athletics,Gold,2
Chang Hye-Jin,F,South Korea,Archery,Gold,2
Charles Decker Reidpath,M,United States,Athletics,Gold,2
"Charles Frederick ""Karch"" Kiraly",M,United States,Volleyball,Gold,2
Charles G. Bugbee,M,Great Britain,Water Polo,Gold,2
"Charles Lamont ""Charlie"" Jenkins, Sr.",M,United States,Athletics,Gold,2
Charles Lyndhurst Winslow,M,South Africa,Tennis,Gold,2
"Charles Thomas ""Chuck"" Vinci, Jr.",M,United States,Weightlifting,Gold,2
Charles Wade Barkley,M,United States,Basketball,Gold,2
"Charles Webster ""Charlie"" Doe, Jr.",M,United States,Rugby,Gold,2
"Charles William ""Charley"" Paddock",M,United States,Athletics,Gold,2
Charlotte Reinagle Cooper (-Sterry),F,Great Britain,Tennis,Gold,2
Chen Aisen,M,China,Diving,Gold,2
Chen Yanqing,F,China,Weightlifting,Gold,2
Chen Zhong,F,China,Taekwondo,Gold,2
Cheryl Pounder (-O'Toole),F,Canada,Ice Hockey,Gold,2
Cho Yun-Jeong,F,South Korea,Archery,Gold,2
Choi Eun-Gyeong,F,South Korea,Short Track Speed Skating,Gold,2
Christa Lee Williams,F,United States,Softball,Gold,2
Christa Rothenburger-Luding,F,East Germany,Speed Skating,Gold,2
Christian Taylor,M,United States,Athletics,Gold,2
Christiane Knetsch-Kpke,F,East Germany,Rowing,Gold,2
Christiane Weber (-Bellmann),F,West Germany,Fencing,Gold,2
"Christine M. ""Crissy"" Ahmann-Leighton (-Perham)",F,United States,Swimming,Gold,2
"Christopher Charles ""Chris"" Jacobs",M,United States,Swimming,Gold,2
"Christopher Emmanuel ""Chris"" Paul",M,United States,Basketball,Gold,2
"Christopher Paul ""Chris"" Mullin",M,United States,Basketball,Gold,2
"Christopher Robert ""Chris"" Pronger",M,Canada,Ice Hockey,Gold,2
Christopher Zeller,M,Germany,Hockey,Gold,2
Claes Edvin Johanson,M,Sweden,Wrestling,Gold,2
"Clarence Brickwood ""Clarrie"" Kingsbury",M,Great Britain,Cycling,Gold,2
Claressa Maria Shields,F,United States,Boxing,Gold,2
Claudia Anne Kolb,F,United States,Swimming,Gold,2
Claudia Knzel-Nystad,F,Germany,Cross Country Skiing,Gold,2
Clover Margaret Maitland,F,Australia,Hockey,Gold,2
"Colby Edmund ""Babe"" Slater",M,United States,Rugby,Gold,2
Conor James Dwyer,M,United States,Swimming,Gold,2
"Conrad Francis ""Conn"" Findlay",M,United States,Rowing,Gold,2
Conrad Helmut Fritz Bcker,M,Germany,Gymnastics,Gold,2
Conrad Karl Rderer,M,Switzerland,Shooting,Gold,2
Corey Perry,M,Canada,Ice Hockey,Gold,2
Courtney Amanda Shealy (-Hart),F,United States,Swimming,Gold,2
Courtney Lynn Kaiulani  Mathewson,F,United States,Water Polo,Gold,2
Craig Werner Buck,M,United States,Volleyball,Gold,2
Crystl Irene Bustos,F,United States,Softball,Gold,2
Cullen Andrew Jones,M,United States,Swimming,Gold,2
"Cynthia Marie ""Cindy"" Parlow",F,United States,Football,Gold,2
Cyrille C. Verbrugge,M,Belgium,Fencing,Gold,2
Daniel Narcisse,M,France,Handball,Gold,2
Daniela Anschtz-Thoms,F,Germany,Speed Skating,Gold,2
Daniela Hunger,F,East Germany,Swimming,Gold,2
Daniele Masala,M,Italy,Modern Pentathlon,Gold,2
Danielle Goyette,F,Canada,Ice Hockey,Gold,2
Danil Ephrem Jean Odiel Bouckaert,M,Belgium,Equestrianism,Gold,2
Danyon Joseph Loader,M,New Zealand,Swimming,Gold,2
Daouda Karabou,M,France,Handball,Gold,2
Darrell Owen Pace,M,United States,Archery,Gold,2
"David Charles ""Dave"" Berkoff",M,United States,Swimming,Gold,2
David Charles Johnson,M,United States,Swimming,Gold,2
David Douillet,M,France,Judo,Gold,2
David Egmont Theile,M,Australia,Swimming,Gold,2
David Lekuta Rudisha,M,Kenya,Athletics,Gold,2
David Maurice Robinson,M,United States,Basketball,Gold,2
"David Patrick ""Dave"" Saunders",M,United States,Volleyball,Gold,2
David William Fairbank,M,United States,Swimming,Gold,2
Davide Tizzano,M,Italy,Rowing,Gold,2
"De'Hashia Tonnek ""DeeDee"" Trotter",F,United States,Athletics,Gold,2
DeLisha Lachell Milton-Jones,F,United States,Basketball,Gold,2
Deng Linlin,F,China,Gymnastics,Gold,2
Deng Yaping,F,China,Table Tennis,Gold,2
Deni Lui,M,Yugoslavia,Water Polo,Gold,2
Denis Vladimirovich Pankratov,M,Russia,Swimming,Gold,2
Derartu Tulu,F,Ethiopia,Athletics,Gold,2
Deron Michael Williams,M,United States,Basketball,Gold,2
Dezs Fldes,M,Hungary,Fencing,Gold,2
Dezs Novk,M,Hungary,Football,Gold,2
Diana Bianchedi,F,Italy,Fencing,Gold,2
Diana Iuliana Mocanu,F,Romania,Swimming,Gold,2
Didier Dominique Dinart,M,France,Handball,Gold,2
Dieter Grahn,M,East Germany,Rowing,Gold,2
Dieter Schubert,M,East Germany,Rowing,Gold,2
Dieter Wendisch,M,East Germany,Rowing,Gold,2
Dino Urbani,M,Italy,Fencing,Gold,2
Dmitry Ivanovich Sautin,M,Russia,Diving,Gold,2
