,Name,Sex,Team,Sport,Medal,Medal_Count
1516,"Carolina Anna ""Lien"" Gisolf (-Verdam)",F,Netherlands,Athletics,Silver,1
1517,"Carolina Cornelia Catharina ""Carry"" Geijssen (-Langkruis)",F,Netherlands,Speed Skating,Silver,1
1518,Carolina Pascual Garca,F,Spain,Rhythmic Gymnastics,Silver,1
1519,Carolina Tronconi,F,Italy,Gymnastics,Silver,1
1520,Caroline Brunet,F,Canada,Canoeing,Silver,2
1521,Carolyn Darbyshire-McRory,F,Canada,Curling,Silver,1
1522,Carolyn Jane Waldo,F,Canada,Synchronized Swimming,Silver,1
1523,Carolyn Marie Becker,F,United States,Volleyball,Silver,1
1524,Carsten Fischer,M,West Germany,Hockey,Silver,2
1525,Carsten Mogensen,M,Denmark,Badminton,Silver,1
1526,Carsten Wolf,M,East Germany,Cycling,Silver,1
1527,Carter Rycroft,M,Canada,Curling,Silver,1
1528,Caryn Davies,F,United States,Rowing,Silver,1
1529,Casper Jrgensen,M,Denmark,Cycling,Silver,1
1530,Cassie Dawin Campbell (-Pascall),F,Canada,Ice Hockey,Silver,1
1531,Cate Natalie Campbell,F,Australia,Swimming,Silver,1
1532,Caterine Ibargn Mena,F,Colombia,Athletics,Silver,1
1533,"Catherine ""Cath"" Bishop",F,Great Britain,Rowing,Silver,1
1534,"Catherine Ann ""Cathy"" Priestner (-Faminow, -Allinger)",F,Canada,Speed Skating,Silver,1
1535,"Catherine Astrid Salome ""Cathy"" Freeman",F,Australia,Athletics,Silver,1
1536,"Catherine Leigh ""Cat"" Osterman",F,United States,Softball,Silver,1
1537,"Catherine Michelle ""Cammi"" Granato (-Ferraro)",F,United States,Ice Hockey,Silver,1
1538,Catherine Pomales-Scott (Blackwood-),F,Jamaica,Athletics,Silver,1
1539,"Catherine Rose ""Katie"" Greves (-Solesbury)",F,Great Britain,Rowing,Silver,1
1540,Cathrine Svendsen (-Roll-Mathiesen),F,Norway,Handball,Silver,2
1541,Cathy Ann Turner,F,United States,Short Track Speed Skating,Silver,1
1542,Cauchy,M,France,Equestrianism,Silver,1
1543,Cdric Charlier,M,Belgium,Hockey,Silver,1
1544,Cdric Sorhaindo,M,France,Handball,Silver,1
1545,Cdric Thierry Sguin,M,France,Fencing,Silver,1
1546,Cecil Henry Haig,M,Great Britain,Fencing,Silver,1
1547,Cecil Le Cronier Browning,M,Great Britain-2,Racquets,Silver,1
1548,Cecil Patrick Healy,M,Australasia,Swimming,Silver,1
1549,Cecilia Christine Elisabeth Andersson,F,Sweden,Ice Hockey,Silver,1
1550,Cecilia Roxana Tait Villacorta,F,Peru,Volleyball,Silver,1
1551,Celestina Popa,F,Romania,Gymnastics,Silver,1
1552,Celso Esquivel Gonzlez,M,Paraguay,Football,Silver,1
1553,Cenaida Cebastiana Uribe Medina,F,Peru,Volleyball,Silver,1
1554,Cesare Liverziani,M,Italy,Shooting,Silver,1
1555,Cesare Milani,M,Italy,Rowing,Silver,2
1556,Cesare Salvadori,M,Italy,Fencing,Silver,2
1557,Cezar Drgni,M,Romania,Handball,Silver,1
1558,Cha Yeong-Cheol,M,South Korea,Shooting,Silver,1
1559,Chad Guy Bertrand le Clos,M,South Africa,Swimming,Silver,3
1560,Chad Paul Hedrick,M,United States,Speed Skating,Silver,2
1561,Chad Robb Carvin,M,United States,Swimming,Silver,1
1562,Chae Ji-Hun,M,South Korea,Short Track Speed Skating,Silver,2
1563,Chan Peng Soon,M,Malaysia,Badminton,Silver,1
1564,"Chandra Danette Cheeseborough (-Shellman, -Guice)",F,United States,Athletics,Silver,1
1565,Chandra Lavon Sturrup,F,Bahamas,Athletics,Silver,1
1566,Chang Cheng-Hsien,M,Chinese Taipei,Baseball,Silver,1
1567,Chang Si,F,China,Synchronized Swimming,Silver,1
1568,Chang Wen-Chung,M,Chinese Taipei,Baseball,Silver,1
1569,Chang Yaw-Teing,M,Chinese Taipei,Baseball,Silver,1
1570,Chang Yongxiang,M,China,Wrestling,Silver,1
1571,Chantal Achterberg,F,Netherlands,Rowing,Silver,1
1572,Chantal Groot,F,Netherlands,Swimming,Silver,1
1573,Chantal de Bruijn,F,Netherlands,Hockey,Silver,1
1574,Chao Na,F,China,Swimming,Silver,1
1575,Charanjit Singh,M,India,Hockey,Silver,1
1576,Charity Opara (-Asonze),F,Nigeria,Athletics,Silver,1
1577,"Charles ""Charlie"" Moss",M,England-1,Cycling,Silver,1
1578,"Charles ""Charlie"" Simpkins",M,United States,Athletics,Silver,1
1579,"Charles ""Chuck"" Rose",M,St. Louis Southwest Turnverein #1-2,Tug-Of-War,Silver,1
1580,Charles A. Denny,M,Great Britain,Cycling,Silver,1
1581,Charles Albert Bartliff,M,Christian Brothers' College-1,Football,Silver,1
1582,"Charles Allen ""Charlie"" White, Jr.",M,United States-1,Figure Skating,Silver,1
1583,Charles Aman,M,Mound City Rowing Club-2,Rowing,Silver,1
1584,Charles Andr Gaudin,M,France,Rowing,Silver,1
1585,Charles Asati,M,Kenya,Athletics,Silver,1
1586,Charles Augustus Hefferon,M,South Africa,Athletics,Silver,1
1587,"Charles Benedict ""Ben"" Ainslie",M,Great Britain,Sailing,Silver,1
1588,Charles Bennett,M,Great Britain,Athletics,Silver,1
1589,Charles Bnoni Louis Pacme,M,France,Wrestling,Silver,1
1590,Charles Brian Murray Lloyd,M,Great Britain,Rowing,Silver,1
1591,"Charles Buchanan ""Charlie"" Hickcox",M,United States,Swimming,Silver,1
1592,Charles Catterall,M,South Africa,Boxing,Silver,1
1593,Charles Courant,M,Switzerland,Wrestling,Silver,1
1594,Charles Delaporte,M,Socit Nautique de la Basse Seine-1,Rowing,Silver,1
1595,Charles Downing Lay,M,United States,Art Competitions,Silver,1
1596,Charles Earl Smith,M,Gallant,Sailing,Silver,1
1597,Charles Edmund Newton Robinson,M,Great Britain,Fencing,Silver,1
1598,"Charles Edward ""Joe"" Blewitt",M,Great Britain,Athletics,Silver,1
1599,"Charles Elmer Clapp, III",M,United States,Rowing,Silver,1
1600,Charles Erwin Brown,M,United States,Ice Hockey,Silver,1
1601,Charles Ferdinand Pahud de Mortanges,M,Netherlands,Equestrianism,Silver,1
1602,Charles Flix Franois Marie Joseph Van Den Bussche,M,Tan-Fe-Pah,Sailing,Silver,1
1603,"Charles Frederick ""Charlie"" Davey",M,England-1,Cycling,Silver,1
1604,Charles Frederick Power,M,Ireland-2,Hockey,Silver,1
1605,"Charles Fredrick Leonard, Jr.",M,United States,Modern Pentathlon,Silver,1
1606,Charles Gardner Rought,M,Thames Rowing Club,Rowing,Silver,1
1607,Charles Georg Lomberg,M,Sweden,Athletics,Silver,1
1608,Charles George Ashburner Nix,M,Great Britain,Shooting,Silver,1
1609,"Charles George Hutter, Jr.",M,United States,Swimming,Silver,1
1610,Charles George Karle,M,United States,Rowing,Silver,1
1611,Charles Guiraist,M,Gitana-2,Sailing,Silver,1
1612,Charles Hamelin,M,Canada,Short Track Speed Skating,Silver,1
1613,"Charles Hewes ""Charlie"" Moore, Jr.",M,United States,Athletics,Silver,1
1614,Charles Hubert Scott,M,Great Britain,Lacrosse,Silver,1
1615,Charles Hugo,M,Martha-1,Sailing,Silver,1
1616,"Charles James Hicks January, Jr.",M,Christian Brothers' College-1,Football,Silver,1
1617,Charles Jean Albert Marie Edmond Crahay,M,Belgium,Fencing,Silver,1
1618,Charles Jean Baptiste Perrin,M,Club Nautique de Lyon-2,Rowing,Silver,1
1619,Charles Jules Delporte,M,Belgium,Fencing,Silver,1
1620,Charles Krause,M,United States,Gymnastics,Silver,1
1621,Charles Lambert Redd,M,United States,Athletics,Silver,1
1622,Charles Lonce Pierre Marion,M,France,Equestrianism,Silver,2
1623,Charles Louis Healy,M,Chicago Athletic Association-2,Water Polo,Silver,1
1624,Charles Louis Lelong,M,France,Athletics,Silver,1
1625,Charles MacIver,M,Mouchette-2,Sailing,Silver,1
1626,Charles Marius Duma Adolphe Gondouin,M,Racing Club de France,Tug-Of-War,Silver,1
1627,Charles Marshall,M,Great Britain,Cycling,Silver,1
1628,Charles Mayer,M,United States,Boxing,Silver,1
1629,"Charles Meldrum ""Charlie"" Daniels",M,United States,Swimming,Silver,1
1630,"Charles Michael ""Charlie"" Mooney",M,United States,Boxing,Silver,1
1631,Charles Michael Porter,M,Australia,Athletics,Silver,1
1632,Charles Norman Currey,M,Great Britain,Sailing,Silver,1
1633,Charles Palmer,M,Great Britain,Shooting,Silver,1
1634,Charles Paumier du Vergier,M,Belgium,Shooting,Silver,1
1635,Charles Percy Dixon,M,Great Britain,Tennis,Silver,1
1636,Charles Randolph Hubbard,M,Cincinnati Archers,Archery,Silver,1
1637,"Charles Richard ""Charlie"" Marshall",M,Cornwall,Rugby,Silver,1
1638,Charles Ronald MacIver,M,Mouchette-2,Sailing,Silver,1
1639,"Charles S. ""Charlie"" Ogletree",M,United States,Sailing,Silver,1
1640,Charles Sherman Woodruff,M,Cincinnati Archers,Archery,Silver,1
1641,Charles Stewart Ian Scott,M,Great Britain,Cycling,Silver,1
1642,Charles Tatham,M,United States,Fencing,Silver,2
1643,"Charles Thomas ""Tom"" McMillen",M,United States,Basketball,Silver,1
1644,"Charles W. ""Charley"" Morris",M,Great Britain,Boxing,Silver,1
1645,"Charles William ""Charley"" Paddock",M,United States,Athletics,Silver,2
1646,Charles William Berry Littlejohn,M,"New College, Oxford-2",Rowing,Silver,1
1647,Charles William Martin,M,Crabe II-1,Sailing,Silver,1
1648,"Charles Winston ""Chuck"" Chapman",M,Canada,Basketball,Silver,1
1649,Charles von Buchwald,M,Denmark,Football,Silver,2
1650,"Charlotta Eva ""Lotta"" Schelin",F,Sweden,Football,Silver,1
1651,"Charlotte ""Lottie"" Dod",F,Great Britain,Archery,Silver,1
1652,Charlotte Helen Radcliffe,F,Great Britain,Swimming,Silver,1
1653,Charlotte Lewis,F,United States,Basketball,Silver,1
1654,"Charlotte Mosher ""Carlie"" Geer",F,United States,Rowing,Silver,1
1655,Charlotte Susan Jane Dujardin,F,Great Britain,Equestrianism,Silver,1
1656,Charmaine A. Crooks (-Thorsen),F,Canada,Athletics,Silver,1
1657,Charmaine L. Howell,F,Jamaica,Athletics,Silver,1
1658,Chase Tyler Kalisz,M,United States,Swimming,Silver,1
1659,Chaudhry Ghulam Rasool,M,Pakistan,Hockey,Silver,1
1660,Cheah Soon Kit,M,Malaysia-1,Badminton,Silver,1
1661,Chellsie Marie Memmel (-Maier),F,United States,Gymnastics,Silver,1
1662,Chen Chi-Hsin,M,Chinese Taipei,Baseball,Silver,1
1663,Chen Hong,F,China,Softball,Silver,1
1664,Chen Jing,F,China,Table Tennis,Silver,1
1665,Chen Jing,F,Chinese Taipei,Table Tennis,Silver,1
1666,Chen Ling,F,China,Archery,Silver,1
1667,Chen Peina,F,China,Sailing,Silver,1
1668,Chen Qiuqi,F,China,Hockey,Silver,1
1669,Chen Szu-Yuan,M,Chinese Taipei,Archery,Silver,1
1670,Chen Wei-Chen,M,Chinese Taipei,Baseball,Silver,1
1671,Chen Xiaojun,F,China,Synchronized Swimming,Silver,1
1672,Chen Yibing,M,China,Gymnastics,Silver,1
1673,Chen Ying,F,China,Shooting,Silver,1
1674,Chen Yufeng,F,China,Football,Silver,1
1675,Chen Zhaoxia,F,China,Hockey,Silver,1
1676,Chen Zihe,F,China-1,Table Tennis,Silver,1
1677,Cheng Hui,F,China,Hockey,Silver,1
1678,Cheng Ming,F,China,Archery,Silver,1
1679,Cheong Jun Hoong,F,Malaysia,Diving,Silver,1
1680,Cheryl Ann Gibson (-Brokop),F,Canada,Swimming,Silver,1
1681,Cheryl Bernard (Kullman-),F,Canada,Curling,Silver,1
1682,Cheryl Renee Toussaint (-Eason),F,United States,Athletics,Silver,1
1683,"Chester Willard ""Chet"" Newton",M,United States,Wrestling,Silver,1
1684,Chiang Tai-Chuan,M,Chinese Taipei,Baseball,Silver,1
1685,Chiara Cainero,F,Italy,Shooting,Silver,1
1686,Chiara Tabani,F,Italy,Water Polo,Silver,1
1687,Chibuzor Augustine Okonkwo,M,Nigeria,Football,Silver,1
1688,Chiharu Icho,F,Japan,Wrestling,Silver,2
1689,Chiharu Igaya,M,Japan,Alpine Skiing,Silver,1
1690,Chinedu Obasi Ogbuke,M,Nigeria,Football,Silver,1
1691,Chintamoni Kar,M,Great Britain,Art Competitions,Silver,1
1692,Chlo Bulleux,F,France,Handball,Silver,1
1693,Chlo Dufour-Lapointe,F,Canada,Freestyle Skiing,Silver,1
1694,Chlo Dygert (-Owen),F,United States,Cycling,Silver,1
1695,Choe Hyo-Sim,F,North Korea,Weightlifting,Silver,1
1696,Choi Ae-Yeong,F,South Korea,Basketball,Silver,1
1697,Choi Chun-Ok,F,South Korea,Hockey,Silver,1
1698,Choi Eun-Gyeong,F,South Korea,Hockey,Silver,1
1699,Choi Eun-Gyeong,F,South Korea,Short Track Speed Skating,Silver,2
1700,Choi Eun-Sook,F,South Korea,Fencing,Silver,1
1701,Choi Gyeong-Hui,F,South Korea,Basketball,Silver,1
1702,Choi Im-Jeong,F,South Korea,Handball,Silver,1
1703,Choi In-Jeong,F,South Korea,Fencing,Silver,1
1704,Choi Mi-Sun,F,South Korea,Hockey,Silver,1
1705,Choi Seok-Jae,M,South Korea,Handball,Silver,1
1706,Choi Yeong-Rae,M,South Korea,Shooting,Silver,1
1707,Chou Tao,F,China,Rhythmic Gymnastics,Silver,1
1708,Chris Andrew Oxspring,M,Australia,Baseball,Silver,1
1709,Chris Kappler,M,United States,Equestrianism,Silver,1
1710,Chrisann Gordon,F,Jamaica,Athletics,Silver,1
1711,Christa Deanne Harmotto-Dietzen,F,United States,Volleyball,Silver,1
1712,Christa Khler (-Kinast),F,East Germany,Diving,Silver,1
1713,Christa Kinshofer-Gthlein (-Rembeck),F,West Germany,Alpine Skiing,Silver,2
1714,Christa Rothenburger-Luding,F,East Germany,Cycling,Silver,1
1715,Christa Rothenburger-Luding,F,East Germany,Speed Skating,Silver,1
1716,"Christa Stubnick (Seliger-, -Fischer)",F,Germany,Athletics,Silver,2
1717,Christania Williams,F,Jamaica,Athletics,Silver,1
1718,"Christiaan Johannes ""Chris"" van der Hoef",M,Netherlands,Art Competitions,Silver,1
1719,Christian Bassemir,M,West Germany,Hockey,Silver,1
1720,Christian Cantwell,M,United States,Athletics,Silver,1
1721,Christian David Sprenger,M,Australia,Swimming,Silver,2
1722,Christian Dick,M,Fornebo,Sailing,Silver,1
1723,Christian Gille,M,Germany,Canoeing,Silver,1
1724,Christian Gustavo Bassedas,M,Argentina,Football,Silver,1
1725,Christian Kauter,M,Switzerland,Fencing,Silver,1
1726,Christian Kipfer,M,Switzerland,Gymnastics,Silver,1
1727,Christian Lusch,M,Germany,Shooting,Silver,1
1728,Christian Marie Auguste d'Oriola,M,France,Fencing,Silver,2
1729,Christian Middelboe,M,Denmark,Football,Silver,1
1730,Christian Olaf Syvertsen,M,Norway,Gymnastics,Silver,1
1731,Christian Pravda,M,Austria,Alpine Skiing,Silver,1
1732,Christian Presciutti,M,Italy,Water Polo,Silver,1
1733,Christian Ramota,M,Germany,Handball,Silver,1
1734,Christian Reich,M,Switzerland-1,Bobsleigh,Silver,1
1735,Christian Robert von Blow af Radum,M,Tip,Sailing,Silver,1
1736,Christian Ryan,M,Australia,Rowing,Silver,1
1737,Christian S,M,Germany,Table Tennis,Silver,1
1738,Christian Schliemann,M,West Germany,Hockey,Silver,1
1739,Christian Schwarzer,M,Germany,Handball,Silver,1
1740,Christian Sren Nielsen,M,Bonzo,Sailing,Silver,1
1741,Christian Wig Frederiksen,M,Denmark,Canoeing,Silver,1
1742,Christian Zeitz,M,Germany,Handball,Silver,1
1743,Christiane Huth,F,Germany,Rowing,Silver,1
1744,Christiane Stoll-Wartenberg,F,East Germany,Athletics,Silver,1
1745,Christie Patricia Pearce-Rampone,F,United States,Football,Silver,1
1746,Christin Elizabeth Cooper,F,United States,Alpine Skiing,Silver,1
1747,"Christina ""Chris"" Bailey",F,United States,Ice Hockey,Silver,1
1748,"Christina ""Christa"" Schmuck",F,West Germany,Luge,Silver,1
1749,Christina Bertrup,F,Sweden,Curling,Silver,1
1750,Christina Brehmer-Lathan,F,East Germany,Athletics,Silver,2
1751,Christina Heinich (-Schiffner),F,East Germany,Athletics,Silver,1
1752,Christina Helga Moser (-Gttert),F,West Germany,Hockey,Silver,1
1753,Christina Obergfll,F,Germany,Athletics,Silver,1
1754,Christina Rost (Mbert-),F,East Germany,Handball,Silver,1
1755,Christina Vo (Lange-),F,East Germany,Handball,Silver,1
1756,"Christina Wilhelmina ""Stien"" Baas-Kaiser",F,Netherlands,Speed Skating,Silver,1
1757,"Christine ""Kiki"" Caron (-Garin)",F,France,Swimming,Silver,1
1758,Christine Bodner-Laser,F,East Germany,Athletics,Silver,1
1759,Christine Carmen Marie Muzio,F,France,Fencing,Silver,1
1760,Christine Day,F,Jamaica,Athletics,Silver,1
1761,"Christine Diane ""Chris"" Witty",F,United States,Speed Skating,Silver,1
1762,Christine Herbst (-Paulick),F,East Germany,Swimming,Silver,1
1763,Christine Ijeoma Chika Ohuruogu,F,Great Britain,Athletics,Silver,1
1764,Christine Larsen,F,Canada,Synchronized Swimming,Silver,1
1765,"Christine M. ""Crissy"" Ahmann-Leighton (-Perham)",F,United States,Swimming,Silver,1
1766,Christine Margaret Nesbitt,F,Canada,Speed Skating,Silver,1
1767,Christine Marie Magnuson,F,United States,Swimming,Silver,2
1768,Christine Marion Elisabeth Goitschel (-Branger),F,France,Alpine Skiing,Silver,1
1769,Christine Schmitt (-Dressel),F,East Germany,Gymnastics,Silver,1
1770,Christine Stckelberger,F,Switzerland,Equestrianism,Silver,3
1771,Christine Stephanie Ferneck,F,Germany,Hockey,Silver,1
1772,Christine Wachtel (-Guth),F,East Germany,Athletics,Silver,1
1773,Christine Walther-Mummhardt,F,East Germany,Volleyball,Silver,1
1774,Christine-Isabel Boudrias,F,Canada,Short Track Speed Skating,Silver,1
1775,Christinna Pedersen,F,Denmark,Badminton,Silver,1
1776,Christof Innerhofer,M,Italy,Alpine Skiing,Silver,1
1777,"Christoffel ""Chris"" Hooijkaas",M,Mascotte,Sailing,Silver,1
1778,Christoffer Svae,M,Norway,Curling,Silver,1
1779,Christoph Sumann,M,Austria,Biathlon,Silver,2
1780,Christoph Zerbst,M,Austria,Rowing,Silver,1
1781,"Christopher ""Chris"" Creveling",M,United States,Short Track Speed Skating,Silver,1
1782,"Christopher ""Chris"" Dorst",M,United States,Water Polo,Silver,1
1783,"Christopher ""Chris"" Kontos",M,Canada,Ice Hockey,Silver,1
1784,"Christopher ""Chris"" Newton",M,Great Britain,Cycling,Silver,1
1785,"Christopher ""Chris"" Thorpe",M,United States-1,Luge,Silver,1
1786,"Christopher A. ""Chris"" Williams",M,Jamaica,Athletics,Silver,1
1787,"Christopher Andrew ""Chris"" Hoy",M,Great Britain,Cycling,Silver,1
1788,"Christopher Bertram Ronald ""Chris"" Barton",M,Great Britain,Rowing,Silver,1
1789,"Christopher Bowie ""Chris"" Therien",M,Canada,Ice Hockey,Silver,1
1790,"Christopher Charles ""Chris"" Jacobs",M,United States,Swimming,Silver,1
1791,"Christopher Cornelius ""Chris"" Byrd",M,United States,Boxing,Silver,1
1792,"Christopher David ""Chris"" Duplanty",M,United States,Water Polo,Silver,1
1793,"Christopher Deon ""Chris"" Brown",M,Bahamas,Athletics,Silver,1
1794,"Christopher Ellis ""Chris"" Drury",M,United States,Ice Hockey,Silver,2
1795,"Christopher Gore ""Chris"" Penny",M,United States,Rowing,Silver,1
1796,"Christopher Ian ""Chris"" Timms",M,New Zealand,Sailing,Silver,1
1797,"Christopher James ""Chris"" Walker-Hebborn",M,Great Britain,Swimming,Silver,1
1798,"Christopher John ""Chris"" Mahoney",M,Great Britain,Rowing,Silver,1
1799,"Christopher Latham ""Chris"" Baillieu",M,Great Britain,Rowing,Silver,1
1800,"Christopher Lloyd ""Chris"" Lindberg",M,Canada,Ice Hockey,Silver,1
1801,Christopher Paul MacDonald,M,New Zealand,Canoeing,Silver,1
1802,"Christopher Roger ""Chris"" Bartley",M,Great Britain,Rowing,Silver,1
1803,Christopher Vose,M,Great Britain,Athletics,Silver,1
1804,"Christopher William ""Chris"" Gitsham",M,South Africa,Athletics,Silver,1
1805,"Christos Kostas ""Chris"" Chelios (Tselios-)",M,United States,Ice Hockey,Silver,1
1806,"Chukwudi ""Chidi"" Imoh",M,Nigeria,Athletics,Silver,1
1807,Chun Wei Cheung,M,Netherlands,Rowing,Silver,1
1808,Claes Arne Borg,M,Sweden,Swimming,Silver,2
1809,Claes Robert Herman Vidarsson Egnell,M,Sweden,Modern Pentathlon,Silver,1
1810,Clara Hughes,F,Canada,Speed Skating,Silver,1
1811,Clarence Darrow Hooper,M,United States,Athletics,Silver,1
1812,"Clarence Elmer ""Bud"" Pinkston",M,United States,Diving,Silver,1
1813,Clarence H. Callender,M,Great Britain,Athletics,Silver,1
1814,Clarence John Abel,M,United States,Ice Hockey,Silver,1
1815,Clarence Winston Oldfield,M,South Africa,Athletics,Silver,1
1816,Clarinda Maria Sinnige,F,Netherlands,Hockey,Silver,1
1817,Clarisse Agbegnenou,F,France,Judo,Silver,1
1818,Clas Henrik Magnus Knig,M,Sweden,Equestrianism,Silver,1
1819,Claud Whittindale,M,Moseley Wanderers,Rugby,Silver,1
1820,Claude Auguste Louis Martin,M,France,Rowing,Silver,1
1821,Claude Henri Ferdinand Dalmas Arabo,M,France,Fencing,Silver,1
1822,Claude Netter,M,France,Fencing,Silver,1
1823,"Claudette ""Claudie"" Herbster-Josland",F,France,Fencing,Silver,1
1824,Claudia Anne Kolb,F,United States,Swimming,Silver,1
1825,Claudia Blasberg,F,Germany,Rowing,Silver,2
1826,Claudia Bokel,F,Germany,Fencing,Silver,1
1827,Claudia Giordani,F,Italy,Alpine Skiing,Silver,1
1828,Claudia Heill,F,Austria,Judo,Silver,1
1829,Claudia Hempel (-Thamke),F,East Germany,Swimming,Silver,1
1830,Claudia Knzel-Nystad,F,Germany,Cross Country Skiing,Silver,3
1831,Claudia Pechstein,F,Germany,Speed Skating,Silver,2
1832,Claudinei Quirino da Silva,M,Brazil,Athletics,Silver,1
1833,Claudio Javier Lpez Paulocci,M,Argentina,Football,Silver,1
1834,Claudiu Gabriel Marin,M,Romania,Rowing,Silver,1
1835,Claus Schiprowski,M,West Germany,Athletics,Silver,1
1836,Clayton Fredericks,M,Australia,Equestrianism,Silver,1
1837,"Clayton T. ""Clay"" Evans",M,Canada,Swimming,Silver,1
1838,"Clement Isaac ""Ike"" Quartey",M,Ghana,Boxing,Silver,1
1839,Clement Pemberton Deykin,M,Moseley Wanderers,Rugby,Silver,1
1840,Clemente Russo,M,Italy,Boxing,Silver,2
1841,"Clifford ""Cliff"" Harrison",M,United States,Ice Hockey,Silver,1
1842,"Clifford John ""Cliff"" Graham",M,Canada,Boxing,Silver,1
1843,"Clifford Raymond ""Cliff"" Pennington",M,Canada,Ice Hockey,Silver,1
1844,"Clifton Emmett ""Cliff"" Cushman",M,United States,Athletics,Silver,1
1845,Cline Dumerc,F,France,Basketball,Silver,1
1846,Cline Lebrun,F,France,Judo,Silver,1
1847,Cline Sandrine Francine Goberville,F,France,Shooting,Silver,1
1848,Clint David Robinson,M,Australia,Canoeing,Silver,1
1849,Clinton Rory Hill,M,Australia,Athletics,Silver,1
1850,Clmence Beikes,F,France,Basketball,Silver,1
1851,Clment Dupont,M,France,Rugby,Silver,1
1852,Clment Lefert,M,France,Swimming,Silver,1
1853,Clment Mignon,M,France,Swimming,Silver,1
1854,Cludia Maria Pastor,F,Brazil,Basketball,Silver,1
1855,Cludio Andr Mergen Taffarel,M,Brazil,Football,Silver,1
1856,Cludio Roberto de Sousa,M,Brazil,Athletics,Silver,1
1857,Clyde Luther Scott,M,United States,Athletics,Silver,1
1858,Cntia Silva dos Santos,F,Brazil,Basketball,Silver,1
1859,Coby Miller,M,United States,Athletics,Silver,1
1860,Coenraad Christiaan Hiebendaal,M,Minerva Amsterdam,Rowing,Silver,1
1861,Colin Berkeley Moynihan,M,Great Britain,Rowing,Silver,1
1862,Colin Herbert Bain Finlayson,M,Canada,Rowing,Silver,1
1863,Colin McLeod Robertson,M,Mouchette-2,Sailing,Silver,1
1864,Colin Rafael Douglas von Ettingshausen,M,Germany,Rowing,Silver,1
1865,Colin Ray Jackson,M,Great Britain,Athletics,Silver,1
1866,Colin Smith,M,Great Britain,Rowing,Silver,1
1867,Colleen Lanne,F,United States,Swimming,Silver,1
1868,Collin Mitchell,M,Canada,Curling,Silver,1
1869,"Conant Meigs ""Con"" King",M,United States,Athletics,Silver,2
1870,Conchita Martnez Bernat,F,Spain,Tennis,Silver,1
1871,Conchita Martnez Bernat,F,Spain-2,Tennis,Silver,1
1872,Cong Xuedi,F,China,Basketball,Silver,1
1873,Conlin McCabe,M,Canada,Rowing,Silver,1
1874,Connor Jaeger,M,United States,Swimming,Silver,1
1875,Conrad E. Homfeld,M,United States,Equestrianism,Silver,1
1876,Conrad Marentius Carlsrud,M,Norway,Gymnastics,Silver,1
1877,Constana Pipot-Burcic,F,Romania,Rowing,Silver,1
