,Name,Sex,Team,Sport,Medal,Medal_Count
9863,Sun Jin,F,China-2,Table Tennis,Silver,1
9864,Sun Qingmei,F,China,Football,Silver,1
9865,Sun Wen,F,China,Football,Silver,1
9866,Sun Wenyan,F,China,Synchronized Swimming,Silver,3
9867,Sun Yang,M,China,Swimming,Silver,2
9868,Sun Yiwen,F,China,Fencing,Silver,1
9869,Sun Yue,F,China,Volleyball,Silver,1
9870,Sun Yujie,F,China,Fencing,Silver,1
9871,Sunette Stella Viljoen,F,South Africa,Athletics,Silver,1
9872,"Susan ""Sue"" Holloway (-Joy)",F,Canada,Canoeing,Silver,1
9873,"Susan ""Susie"" O'Neill",F,Australia,Swimming,Silver,4
9874,"Susan Christina ""Chris"" von Saltza (-Olmstead)",F,United States,Swimming,Silver,1
9875,Susan Gerard Rapp (-von der Lippe),F,United States,Swimming,Silver,1
9876,"Susan Jane ""Sue"" Pedersen (-Pankey)",F,United States,Swimming,Silver,2
9877,"Susan Jean ""Sue"" Woodstra",F,United States,Volleyball,Silver,1
9878,Susan Margaret Auch,F,Canada,Speed Skating,Silver,2
9879,"Susan Marie ""Sue"" Rojcewicz",F,United States,Basketball,Silver,1
9880,Susan O'Connor,F,Canada,Curling,Silver,1
9881,Susann Goksr-Bjerkrheim,F,Norway,Handball,Silver,1
9882,"Susanne Jean ""Susie"" Atwood",F,United States,Swimming,Silver,1
9883,Susanne Kiermayer,F,Germany,Shooting,Silver,1
9884,"Susanne Leonie ""Susi"" Schmid (-Brundert)",F,West Germany,Hockey,Silver,1
9885,Susanne Mller (-Bellenbaum),F,Germany,Hockey,Silver,1
9886,Susanne Wollschlger (-Maertens),F,Germany,Hockey,Silver,1
9887,Sushil Kumar Solanki,M,India,Wrestling,Silver,1
9888,Susi-Lisa Erdmann (-Plankensteiner),F,Germany,Luge,Silver,1
9889,Suzana Lazovi,F,Montenegro,Handball,Silver,1
9890,"Suzanne ""Sue"" Merz",F,United States,Ice Hockey,Silver,1
9891,"Suzanne Ciscele ""Suzie"" Landells (-Dill-Macky)",F,Australia,Swimming,Silver,1
9892,Suzanne Winona Zimmerman (-Edwards),F,United States,Swimming,Silver,1
9893,Suzue Takayama,F,Japan,Volleyball,Silver,1
9894,Suzy Batkovic (-Brown),F,Australia,Basketball,Silver,2
9895,Svante Erik Rasmuson,M,Sweden,Modern Pentathlon,Silver,1
9896,Svea Placida Mariana Norn (-Kllstrm),F,Sweden,Figure Skating,Silver,1
9897,Svein Thorleif Thgersen,M,Norway,Rowing,Silver,1
9898,Sven Alfred Thofelt,M,Sweden,Fencing,Silver,1
9899,Sven Bender,M,Germany,Football,Silver,1
9900,Sven Evert Gunnarsson,M,Sweden,Rowing,Silver,1
9901,Sven Fischer,M,Germany,Biathlon,Silver,2
9902,Sven Gunther Rothenberger,M,Netherlands,Equestrianism,Silver,1
9903,Sven Hannawald (Phler-),M,Germany,Ski Jumping,Silver,2
9904,Sven Ivan Eriksson (-Selnger),M,Sweden,Ski Jumping,Silver,1
9905,Sven Jimmie Ericsson,M,Sweden,Ice Hockey,Silver,1
9906,Sven Kramer,M,Netherlands,Speed Skating,Silver,2
9907,Sven Lodziewski,M,East Germany,Swimming,Silver,1
9908,Sven Loll,M,East Germany,Judo,Silver,1
9909,Sven Martin Boquist,M,Sweden,Handball,Silver,1
9910,Sven Olof Gunnar Johansson (-Tumba),M,Sweden,Ice Hockey,Silver,1
9911,Sven Tippelt,M,East Germany,Gymnastics,Silver,1
9912,Sven Tomas Gustafson,M,Sweden,Speed Skating,Silver,1
9913,Sven Tommy Karls,M,Sweden,Canoeing,Silver,1
9914,Sven Torsten Fahlman,M,Sweden,Fencing,Silver,1
9915,Svend Egil Benjamin Olsen,M,Denmark,Weightlifting,Silver,1
9916,Svenja Schlicht,F,West Germany,Swimming,Silver,1
9917,Svenn Bernth Thomsen,M,Nurdug II,Sailing,Silver,1
9918,Svensk Hjalmar Zakeus Andersson,M,Sweden,Athletics,Silver,1
9919,Sverre Andreas Jakobsson,M,Iceland,Handball,Silver,1
9920,Sverre Brodahl,M,Norway,Cross Country Skiing,Silver,1
9921,Sverre Grner,M,Norway,Gymnastics,Silver,1
9922,Sverre Srsdal,M,Norway,Boxing,Silver,1
9923,Svetlana Aleksandrovna Dyomina (Yakimova-),F,Russia,Shooting,Silver,1
9924,Svetlana Aleksandrovna Fedotkina,F,Russia,Speed Skating,Silver,1
9925,Svetlana Alekseyevna Gladysheva,F,Russia,Alpine Skiing,Silver,1
9926,Svetlana Anastasovski-Obuina,F,Yugoslavia,Handball,Silver,1
9927,Svetlana Anatolyevna Varganova,F,Soviet Union,Swimming,Silver,1
9928,Svetlana Dai-Kiti,F,Yugoslavia,Handball,Silver,1
9929,"Svetlana Ivanovna ""Esfir"" Dolzhenko-Krachevskaya",F,Soviet Union,Athletics,Silver,1
9930,Svetlana Kaspolatovna Tsarukayeva,F,Russia,Weightlifting,Silver,1
9931,Svetlana Leonidovna Boginskaya,F,Soviet Union,Gymnastics,Silver,1
9932,Svetlana Vadimovna Korytova,F,Unified Team,Volleyball,Silver,1
9933,Svetlana Vasilyevna Khorkina,F,Russia,Gymnastics,Silver,4
9934,Svetlana Vladimirovna Pechorskaya (Davydova-),F,Unified Team,Biathlon,Silver,1
9935,Svetlana Vyacheslavovna Paramygina,F,Belarus,Biathlon,Silver,1
9936,Svetlana Yevgenyevna Feofanova,F,Russia,Athletics,Silver,1
9937,Svetoslav Ivanov,M,Bulgaria,Equestrianism,Silver,1
9938,Svitlana Ivanivna Maziy (-Pachkun),F,Soviet Union,Rowing,Silver,1
9939,Svitlana Ivanivna Maziy (-Pachkun),F,Ukraine,Rowing,Silver,1
9940,Svitlana Valerivna Matevusheva,F,Ukraine,Sailing,Silver,1
9941,Sybille Schnrock (-Ermisch),F,East Germany,Swimming,Silver,1
9942,Sydney Martineau,M,Great Britain,Fencing,Silver,1
9943,Sylvain Gagnon,M,Canada,Short Track Speed Skating,Silver,1
9944,Sylvain Georges Michel Curinier,M,France,Canoeing,Silver,1
9945,Sylvain Guillaume,M,France,Nordic Combined,Silver,1
9946,Sylvia Eichner,F,East Germany,Swimming,Silver,1
9947,Sylvia Eliina Ruuska,F,United States,Swimming,Silver,1
9948,Sylvia Jeanne Alice Karres,F,Netherlands,Hockey,Silver,1
9949,Sylvie Becaert,F,France,Biathlon,Silver,1
9950,Sylvie Daigle,F,Canada,Short Track Speed Skating,Silver,1
9951,Sylvie Frchette (-Van Strydonck),F,Canada,Synchronized Swimming,Silver,1
9952,Sylvio Kroll,M,East Germany,Gymnastics,Silver,2
9953,Sylvio Paul Cator,M,Haiti,Athletics,Silver,1
9954,Sylwia Gruchaa,F,Poland,Fencing,Silver,1
9955,Sylwia Katarzyna Bogacka,F,Poland,Shooting,Silver,1
9956,Szilrd Kun,M,Hungary,Shooting,Silver,1
9957,Szilveszter Csollny,M,Hungary,Gymnastics,Silver,1
9958,Szilvia Szab,F,Hungary,Canoeing,Silver,3
9959,Szymon Piotr Koecki,M,Poland,Weightlifting,Silver,2
9960,Taavi Nikolai Tamminen,M,Finland,Wrestling,Silver,1
9961,Tadahito Iguchi,M,Japan,Baseball,Silver,1
9962,Tadao Uesako,M,Japan,Gymnastics,Silver,1
9963,Tadayoshi Yokota,M,Japan,Volleyball,Silver,1
9964,Tadeusz Mytnik,M,Poland,Cycling,Silver,1
9965,Tadeusz Walasek,M,Poland,Boxing,Silver,1
9966,Tadeusz lusarski,M,Poland,Athletics,Silver,1
9967,Tadija Kaar,M,Yugoslavia,Boxing,Silver,1
9968,Taeke Wiebe Doekes Taekema,M,Netherlands,Hockey,Silver,1
9969,Taeko Ishikawa,F,Japan,Softball,Silver,1
9970,Tairia Flowers,F,United States,Softball,Silver,1
9971,Taisto Juhani Suutarinen,M,Finland,Biathlon,Silver,2
9972,Takaharu Furukawa,M,Japan,Archery,Silver,1
9973,Takako Iida,F,Japan,Volleyball,Silver,1
9974,Takako Shirai (-Takagi),F,Japan,Volleyball,Silver,1
9975,Takanobu Okabe,M,Japan,Ski Jumping,Silver,1
9976,Takanori Kono,M,Japan,Nordic Combined,Silver,1
9977,Takao Kuwamoto,M,Japan,Baseball,Silver,1
9978,Takashi Irie,M,Japan,Wrestling,Silver,1
9979,Takashi Ishimoto,M,Japan,Swimming,Silver,1
9980,Takashi Kurosu,M,Japan,Baseball,Silver,1
9981,Takashi Ono,M,Japan,Gymnastics,Silver,4
9982,Takashi Yamamoto,M,Japan,Swimming,Silver,1
9983,Takayuki Takabayashi,M,Japan,Baseball,Silver,1
9984,Takehiro Kashima,M,Japan,Gymnastics,Silver,1
9985,Takeo Kawamura,M,Japan,Baseball,Silver,1
9986,Takeshi Matsuda,M,Japan,Swimming,Silver,1
9987,Takuro Fujii,M,Japan,Swimming,Silver,1
9988,Takuya Nakase,M,Japan,Gymnastics,Silver,1
9989,Tamara Horacek,F,France,Handball,Silver,1
9990,Tamara Ivanovna Manina,F,Soviet Union,Gymnastics,Silver,3
9991,Tamara Ivanovna Tikhonova,F,Soviet Union,Cross Country Skiing,Silver,1
9992,Tamara Natanovna Press,F,Soviet Union,Athletics,Silver,1
9993,Tamara Petrovna Tikhonina (-Kliger),F,Soviet Union,Volleyball,Silver,1
9994,Tamara Stepanovna Fedosova-Pogozheva-Safonova,F,Soviet Union,Diving,Silver,1
9995,Tamara Vasilyevna Lazakovich,F,Soviet Union,Gymnastics,Silver,1
9996,Tamari Miyashiro,F,United States,Volleyball,Silver,1
9997,Tamerlan Ruslanovich Tmenov,M,Russia,Judo,Silver,1
9998,Tami Petri Antero Kiuru,M,Finland,Ski Jumping,Silver,1
9999,Tamila Rashidovna Abasova,F,Russia,Cycling,Silver,1
10000,"Tamio ""Tommy"" Kono",M,United States,Weightlifting,Silver,1
10001,Tams Farag,M,Hungary,Water Polo,Silver,1
10002,Tams Kulifai,M,Hungary,Canoeing,Silver,1
10003,Tams Lrincz,M,Hungary,Wrestling,Silver,1
10004,Tams Szombathelyi,M,Hungary,Modern Pentathlon,Silver,2
10005,Tams Wichmann,M,Hungary,Canoeing,Silver,2
10006,Tamsin Cook,F,Australia,Swimming,Silver,1
10007,Tan Liangde,M,China,Diving,Silver,3
10008,Tan Miao,F,China,Swimming,Silver,1
10009,Tan Wee Kiong,M,Malaysia,Badminton,Silver,1
10010,Tan Xue,F,China,Fencing,Silver,2
10011,Tan Zongliang,M,China,Shooting,Silver,1
10012,Tang Chunling,F,China,Hockey,Silver,1
10013,Tang Jingzhi,F,China,Swimming,Silver,1
10014,Tang Mengni,F,China,Synchronized Swimming,Silver,1
10015,Tanguy Cosyns,M,Belgium,Hockey,Silver,1
10016,Tania Cagnotto (-Parolin),F,Italy,Diving,Silver,1
10017,Tania Di Mario,F,Italy,Water Polo,Silver,1
10018,Tania Vicent,F,Canada,Short Track Speed Skating,Silver,2
10019,Tanith Jessica Louise Belbin,F,United States-1,Figure Skating,Silver,1
10020,Tanja Roswitha Dickenscheid,F,Germany,Hockey,Silver,1
10021,Tanja Tuulia Poutiainen (-Rinne),F,Finland,Alpine Skiing,Silver,1
10022,Tanya Frei (Zrcher-),F,Switzerland,Curling,Silver,1
10023,Tanya Victoria Harding,F,Australia,Softball,Silver,1
10024,Tao Hua,F,China,Softball,Silver,1
10025,Tao Luna,F,China,Shooting,Silver,1
10026,Taoufik Makhloufi,M,Algeria,Athletics,Silver,2
10027,Tapio Juhani Nurmela,M,Finland,Nordic Combined,Silver,1
10028,Tapio Olavi Sipil,M,Finland,Wrestling,Silver,1
10029,Tapio Valfrid Mkel,M,Finland,Cross Country Skiing,Silver,1
10030,Tara Kirk,F,United States,Swimming,Silver,1
10031,Tara Mounsey,F,United States,Ice Hockey,Silver,1
10032,Tariq Aziz,M,Pakistan,Hockey,Silver,1
10033,Tariq Niazi,M,Pakistan,Hockey,Silver,1
10034,Tarnee Renee White (-Southwell),F,Australia,Swimming,Silver,1
10035,Tatiana Grigorieva,F,Australia,Athletics,Silver,1
10036,Tatjana Hfner,F,Germany,Luge,Silver,1
10037,Tatjana Mittermayer,F,Germany,Freestyle Skiing,Silver,1
10038,Tatsugo Kawaishi,M,Japan,Swimming,Silver,1
10039,Tatsuo Fujimoto,M,Japan,Swimming,Silver,1
10040,Tatyana Aleksandrovna Gracheva,F,Russia,Volleyball,Silver,1
10041,Tatyana Aleksandrovna Roshchina (-Rodionova),F,Soviet Union,Volleyball,Silver,1
10042,"Tatyana Alekseyevna Zhuk (-Shesternyova, -Sokolova)",F,Soviet Union-2,Figure Skating,Silver,1
10043,Tatyana Dmitriyevna Petrenko-Samusenko,F,Soviet Union,Fencing,Silver,1
10044,Tatyana Ivanovna Ivanova,F,Russia,Luge,Silver,1
10045,Tatyana Ivanovna Tomashova,F,Russia,Athletics,Silver,1
10046,Tatyana Leonidovna Veshkurova,F,Russia,Athletics,Silver,1
10047,Tatyana Mikhaylovna Anisimova (Poluboyarova-),F,Soviet Union,Athletics,Silver,1
10048,Tatyana Mikhaylovna Ledovskaya,F,Soviet Union,Athletics,Silver,1
10049,Tatyana Pavlovna Firova,F,Russia,Athletics,Silver,3
10050,Tatyana Romanovna Lebedeva,F,Russia,Athletics,Silver,3
10051,Tatyana Valeryevna Belan,F,Belarus,Rhythmic Gymnastics,Silver,1
10052,Tatyana Vasilyevna Ananko,F,Belarus,Rhythmic Gymnastics,Silver,1
10053,Tatyana Vasilyevna Korshunova,F,Soviet Union,Canoeing,Silver,1
10054,Tatyana Vladimirovna Goldobina,F,Russia,Shooting,Silver,1
10055,Tatyana Yuryevna Kashirina,F,Russia,Weightlifting,Silver,1
10056,Tauno Ilmoniemi (Granit-),M,Finland,Gymnastics,Silver,1
10057,Tawin Hanprab,M,Thailand,Taekwondo,Silver,1
10058,Taylor McKeown,F,Australia,Swimming,Silver,1
10059,Taymuraz Vaznoyevich Tigiyev,M,Kazakhstan,Wrestling,Silver,1
10060,Tayna Lawrence,F,Jamaica,Athletics,Silver,2
10061,Tayyiba Mumtaz Haneef-Park,F,United States,Volleyball,Silver,2
10062,Teemu Ilmari Selnne,M,Finland,Ice Hockey,Silver,1
10063,Teemu Matti Tapani Salo,M,Finland,Curling,Silver,1
10064,Teijiro Tanikawa,M,Japan,Swimming,Silver,1
10065,Temple Withers Ashbrook,M,Gallant,Sailing,Silver,1
10066,Tengiz Khubuluri,M,Soviet Union,Judo,Silver,1
10067,"Tenley Emma Albright (-Gardiner, -Blakely)",F,United States,Figure Skating,Silver,1
10068,Teodor Anders Peterson,M,Sweden,Cross Country Skiing,Silver,1
10069,Teodora Ungureanu (-Cepoi),F,Romania,Gymnastics,Silver,2
10070,Teodoras Algirdas Adamo Lauritnas,M,Soviet Union,Basketball,Silver,1
10071,Teppo Kalevi Numminen,M,Finland,Ice Hockey,Silver,2
10072,"Terence ""Terry"" McLaughlin",M,Canada,Sailing,Silver,1
10073,"Terence Arthur ""Terry"" Walsh",M,Australia,Hockey,Silver,1
10074,Terence Michael Parkin,M,South Africa,Swimming,Silver,1
10075,Terence Noel O'Brien,M,Great Britain,Rowing,Silver,1
10076,Teresa A. Bell (Zarzeczny-),F,United States,Rowing,Silver,1
10077,Teresa Barbara Ciepy-Wieczorek,F,Poland,Athletics,Silver,1
10078,Teresa Frassinetti,F,Italy,Water Polo,Silver,1
10079,Terin Marie Humphrey,F,United States,Gymnastics,Silver,2
10080,Terina Lily Te Tamaki,F,New Zealand,Rugby Sevens,Silver,1
10081,Terrence R. Trammell,M,United States,Athletics,Silver,2
10082,"Terrence Steven ""Terry"" Gathercole",M,Australia,Swimming,Silver,1
10083,Terry Alan Schroeder,M,United States,Water Polo,Silver,2
10084,Tessa Appeldoorn,F,Netherlands,Rowing,Silver,1
10085,Tessa Jane Virtue (-McCormick),F,Canada,Figure Skating,Silver,1
10086,Tessa Jane Virtue (-McCormick),F,Canada-1,Figure Skating,Silver,1
10087,Tetiana Ivanivna Stetsenko (-Buniak),F,Soviet Union,Rowing,Silver,1
10088,Tetiana Kostiantynivna Hutsu,F,Unified Team,Gymnastics,Silver,1
10089,"Tetiana Volodymyrivna Samolenko-Dorovskykh (Khamitova-, -Apaicheva)",F,Unified Team,Athletics,Silver,1
10090,Tetsuo Sato,M,Japan,Volleyball,Silver,1
10091,Teun Floris de Nooijer,M,Netherlands,Hockey,Silver,2
10092,Teuvo Johannes Laukkanen,M,Finland,Cross Country Skiing,Silver,1
10093,Texier I,M,Quand-Mme-2,Sailing,Silver,2
10094,Texier II,M,Quand-Mme-2,Sailing,Silver,2
10095,"Thaddeus Rutter ""Thad"" Shideler",M,United States,Athletics,Silver,1
10096,Thais Henrquez Torres,F,Spain,Synchronized Swimming,Silver,1
10097,Thamar Nanette Henneken,F,Netherlands,Swimming,Silver,1
10098,Thawee Umponmaha,M,Thailand,Boxing,Silver,1
10099,Thelma Elizabeth Hopkins (-McClernon),F,Great Britain,Athletics,Silver,1
10100,Theo Bos,M,Netherlands,Cycling,Silver,1
10101,"Theodor ""Theo"" Kleine",M,Germany,Canoeing,Silver,1
10102,"Theodora Elisabeth Gerarda ""Anky"" van Grunsven",F,Netherlands,Equestrianism,Silver,4
10103,"Theodora Elisabeth Gerarda ""Anky"" van Grunsven",F,Salinero,Equestrianism,Silver,1
10104,Theodore Andrea Cook,M,Great Britain,Art Competitions,Silver,1
10105,"Theodore Joseph ""Ted"" McLear",M,United States,Wrestling,Silver,1
10106,"Theodore William ""Bill"" Bruce",M,Australia,Athletics,Silver,1
10107,"Theodorus Jacobus Leonardus ""Dick"" Quax",M,New Zealand,Athletics,Silver,1
10108,Theofilakos Psiliakos,M,Royal Club Nautique de Gand,Rowing,Silver,1
10109,Theresa Anne Luke,F,Canada,Rowing,Silver,1
10110,Theresa Matauaina Fitzpatrick,F,New Zealand,Rugby Sevens,Silver,1
10111,Therese Johaug,F,Norway,Cross Country Skiing,Silver,1
10112,"Theresia Maria ""Therese"" Zenz",F,Germany,Canoeing,Silver,3
10113,Theunis Jacobus van Schalkwyk,M,South Africa,Boxing,Silver,1
10114,Thiago Emiliano da Silva,M,Brazil,Football,Silver,1
10115,Thiago Machado Vilela Pereira,M,Brazil,Swimming,Silver,1
10116,Thiago Soares Alves,M,Brazil,Volleyball,Silver,1
10117,Thierry Gadou,M,France,Basketball,Silver,1
10118,Thierry Omeyer,M,France,Handball,Silver,1
10119,Thodore Lon Epin,M,France,Archery,Silver,2
10120,"Thomas ""Ted"" Ranken",M,Great Britain,Shooting,Silver,3
10121,"Thomas ""Tom"" Butler",M,Liverpool Police Team-2,Tug-Of-War,Silver,1
10122,"Thomas ""Tom"" Evenson",M,Great Britain,Athletics,Silver,1
10123,"Thomas ""Tom"" Hunter",M,St. Louis Amateur Athletic Association,Lacrosse,Silver,1
10124,"Thomas ""Tommy"" Hampson",M,Great Britain,Athletics,Silver,1
10125,"Thomas ""Tommy"" Hitchcock, Jr.",M,United States,Polo,Silver,1
10126,Thomas Ahrens,M,Germany,Rowing,Silver,1
10127,"Thomas Alan ""Tom"" Herschmiller",M,Canada,Rowing,Silver,1
10128,"Thomas Alexander ""Tom"" Stallard",M,Great Britain,Rowing,Silver,1
10129,Thomas Alfred Arnold,M,Great Britain-1,Bobsleigh,Silver,1
10130,Thomas Alfred Royds Littledale,M,Mouchette-2,Sailing,Silver,1
10131,Thomas Alsgaard (Alsgrd-),M,Norway,Cross Country Skiing,Silver,1
10132,"Thomas Andrew ""Tom"" Malchow",M,United States,Swimming,Silver,1
10133,"Thomas Bartwell ""Tom"" Doe, Jr.",M,United States-1,Bobsleigh,Silver,1
10134,Thomas Bouhail,M,France,Gymnastics,Silver,1
10135,Thomas Briels,M,Belgium,Hockey,Silver,1
10136,Thomas Brinkmann,M,West Germany,Hockey,Silver,1
10137,Thomas Cooper Riggs,M,Emily,Sailing,Silver,1
10138,Thomas Cunningham Gillespie,M,"New College, Oxford-2",Rowing,Silver,1
10139,"Thomas David ""Tom"" Lucy",M,Great Britain,Rowing,Silver,1
10140,Thomas Diethart,M,Austria,Ski Jumping,Silver,1
10141,"Thomas Edward ""Tom"" Henderson",M,United States,Basketball,Silver,1
10142,"Thomas Edwin ""Tom"" Bruce",M,United States,Swimming,Silver,1
10143,"Thomas Emilio ""Tom"" Poti",M,United States,Ice Hockey,Silver,1
10144,Thomas Endres,M,West Germany,Fencing,Silver,1
10145,Thomas Fahrner,M,West Germany,Swimming,Silver,1
10146,"Thomas Fitzgerald ""Tom"" Dolan",M,United States,Swimming,Silver,1
10147,Thomas Flemming,M,East Germany,Swimming,Silver,1
10148,Thomas Florschtz,M,Germany-2,Bobsleigh,Silver,1
10149,"Thomas Frederick ""Tommy"" Shardelow",M,South Africa,Cycling,Silver,2
10150,Thomas Frhmann,M,Austria,Equestrianism,Silver,1
10151,Thomas Frischknecht,M,Switzerland,Cycling,Silver,1
10152,"Thomas G. ""Tommy"" Nicholls",M,Great Britain,Boxing,Silver,1
10153,Thomas Gerull,M,West Germany,Fencing,Silver,1
10154,"Thomas Granville ""Tom"" Brown",M,United States,Shooting,Silver,1
10155,Thomas Grenfell Wedge,M,Cornwall,Rugby,Silver,1
10156,Thomas Gunst,M,West Germany,Hockey,Silver,1
10157,Thomas Happe,M,West Germany,Handball,Silver,1
10158,"Thomas Harold ""Tom"" Ponting",M,Canada,Swimming,Silver,2
10159,Thomas Hedvin Byberg,M,Norway,Speed Skating,Silver,1
10160,Thomas Huschke,M,East Germany,Cycling,Silver,1
10161,"Thomas Irvin ""Tom"" Garrigus",M,United States,Shooting,Silver,1
10162,"Thomas John Henry ""Tom"" Richards",M,Great Britain,Athletics,Silver,1
10163,Thomas Karl Elof Bystrm,M,Sweden,Equestrianism,Silver,1
10164,Thomas Khler,M,East Germany,Luge,Silver,1
10165,"Thomas Mario ""Tommy"" Haas",M,Germany,Tennis,Silver,1
10166,"Thomas Michael ""Tom"" Jager",M,United States,Swimming,Silver,1
10167,Thomas Mikael Ohlsson,M,Sweden,Canoeing,Silver,1
10168,Thomas Morgenstern,M,Austria,Ski Jumping,Silver,1
10169,"Thomas Nisbit ""Tom"" Kiefer",M,United States,Rowing,Silver,1
10170,"Thomas Patrick ""Tom"" Barrasso",M,United States,Ice Hockey,Silver,1
10171,Thomas Peter Lurz,M,Germany,Swimming,Silver,1
10172,Thomas Pfeffer,M,East Germany,Shooting,Silver,1
10173,Thomas Prugger,M,Italy,Snowboarding,Silver,1
10174,Thomas Richard Martin Bristow,M,Great Britain,Rowing,Silver,1
10175,Thomas Richardson Loudon,M,Toronto Argonauts,Rowing,Silver,1
10176,"Thomas Robert ""Tom"" Brice",M,Australia,Baseball,Silver,1
10177,"Thomas Robert ""Tom"" Mellor",M,United States,Ice Hockey,Silver,1
10178,Thomas Robert Tom Bohrer,M,United States,Rowing,Silver,2
10179,Thomas Rudolph,M,Germany-2,Luge,Silver,1
10180,Thomas Rupprath,M,Germany,Swimming,Silver,1
10181,Thomas Springel,M,West Germany,Handball,Silver,1
10182,"Thomas Sven ""Tommy"" Moe",M,United States,Alpine Skiing,Silver,1
10183,Thomas Swindlehurst,M,Liverpool Police Team-2,Tug-Of-War,Silver,1
10184,Thomas Sydney Battersby,M,Great Britain,Swimming,Silver,1
10185,Thomas Thorstensen,M,Norway,Gymnastics,Silver,1
10186,"Thomas Thurston ""Tom"" January",M,Christian Brothers' College-1,Football,Silver,1
10187,Thomas Truxtun Hare,M,United States,Athletics,Silver,1
10188,Thomas Ulsrud,M,Norway,Curling,Silver,1
10189,"Thomas Ward ""Tom"" Darling",M,United States,Rowing,Silver,1
10190,Thomas Werner Reck,M,West Germany,Hockey,Silver,2
10191,Thomas William Barnes,M,Canada,Shooting,Silver,1
10192,Thomas Xenakis,M,Greece,Gymnastics,Silver,1
10193,Thomas Zander,M,Germany,Wrestling,Silver,1
10194,Thophile Bauer,M,Belgium,Gymnastics,Silver,1
10195,Thor Bernhard Henning,M,Sweden,Swimming,Silver,3
10196,Thor Larsen,M,Norway,Gymnastics,Silver,1
10197,Thora Gerda Sofie Castenschiold (-Carlheim-Gyllenskld),F,Denmark,Tennis,Silver,1
10198,Thoralf Peters,M,Germany,Rowing,Silver,1
10199,Thoralf Strmstad,M,Norway,Cross Country Skiing,Silver,1
10200,Thoralf Strmstad,M,Norway,Nordic Combined,Silver,1
10201,Thorsten Ivan Lindqvist,M,Sweden,Modern Pentathlon,Silver,1
10202,Thorsten Streppelhoff,M,Germany,Rowing,Silver,1
10203,Thorsten Weidner,M,West Germany,Fencing,Silver,1
10204,Thrse Anne Brisson,F,Canada,Ice Hockey,Silver,1
10205,Thure Elof Andersson,M,Sweden,Wrestling,Silver,1
10206,Thure Johan Ahlqvist,M,Sweden,Boxing,Silver,1
10207,Thyge Alexander Petersen,M,Denmark,Boxing,Silver,1
10208,Tiago Henrique de Oliveira Camilo,M,Brazil,Judo,Silver,1
10209,Tian Jia,F,China-1,Beach Volleyball,Silver,1
10210,Tian Liang,M,China,Diving,Silver,1
10211,Tian Tao,M,China,Weightlifting,Silver,1
10212,Tiberiu Alexandru Dolniceanu,M,Romania,Fencing,Silver,1
10213,Tibor Cservenyk,M,Hungary,Water Polo,Silver,1
10214,Tibor Komromi,M,Hungary,Wrestling,Silver,1
10215,Tibor Linka,M,Slovakia,Canoeing,Silver,1
10216,Tibor Maracsk,M,Hungary,Modern Pentathlon,Silver,1
10217,Tiffeny Carleen Milbrett,F,United States,Football,Silver,1
10218,Tihomir Ognjanov,M,Yugoslavia,Football,Silver,1
10219,Tijana Bogdanovi,F,Serbia,Taekwondo,Silver,1
10220,Tijana Bokovi,F,Serbia,Volleyball,Silver,1
10221,Tijana Maleevi,F,Serbia,Volleyball,Silver,1
10222,Tilemakhos Karakalos,M,Greece,Fencing,Silver,1
10223,Tim Antonius Jenniskens,M,Netherlands,Hockey,Silver,1
10224,Tim Tscharnke,M,Germany,Cross Country Skiing,Silver,1
10225,Tim Wiesktter,M,Germany,Canoeing,Silver,1
10226,Timea Bacsinszky,F,Switzerland,Tennis,Silver,1
10227,Timo Antero Susi,M,Finland,Ice Hockey,Silver,1
10228,Timo Boll,M,Germany,Table Tennis,Silver,1
10229,Timo Horn,M,Germany,Football,Silver,1
10230,Timo Pauli Blomqvist,M,Finland,Ice Hockey,Silver,1
10231,Timo Petteri Nummelin,M,Finland,Ice Hockey,Silver,1
10232,Timothe Jordan,M,Union des Socits Franais de Sports Athletiques,Cricket,Silver,1
10233,Timothey N'Guessan,M,France,Handball,Silver,1
10234,"Timothy ""Tim"" Montgomery",M,United States,Athletics,Silver,1
10235,"Timothy ""Tim"" Thomas, Jr.",M,United States,Ice Hockey,Silver,1
10236,"Timothy Andrew ""Tim"" Shaw",M,United States,Swimming,Silver,1
10237,"Timothy Andrew ""Tim"" Shaw",M,United States,Water Polo,Silver,1
10238,"Timothy Carl ""Tim"" Mickelson",M,United States,Rowing,Silver,1
10239,"Timothy Frank ""Tim"" Morehouse",M,United States,Fencing,Silver,1
10240,"Timothy George ""Tim"" McLaren",M,Australia,Rowing,Silver,1
10241,"Timothy Henry ""Tim"" Henman",M,Great Britain,Tennis,Silver,1
10242,"Timothy John ""Tim"" Crooks",M,Great Britain,Rowing,Silver,1
10243,"Timothy John ""Tim"" Grubb",M,Great Britain,Equestrianism,Silver,1
10244,"Timothy Joseph Michael ""Tim"" Graham",M,Great Britain,Athletics,Silver,1
10245,"Timothy Julien ""Tim"" Hutten",M,United States,Water Polo,Silver,1
10246,"Timothy Kane ""Tim"" Sheehy",M,United States,Ice Hockey,Silver,1
10247,"Timothy Lyle ""Tim"" Wood",M,United States,Figure Skating,Silver,1
10248,"Timothy M. ""Tim"" Harden",M,United States,Athletics,Silver,1
10249,"Timothy Patrick ""Tim"" Gleason",M,United States,Ice Hockey,Silver,1
